| time  |reset|ARegister|DRegister|PC[]|RAM64[16]|RAM64[17]|RAM64[18]|RAM64[19]|
| 0     |  0  |       0 |       0 |   0|       0 |       0 |       0 |       0 |
| 1     |  0  |      16 |       0 |   1|       0 |       0 |     100 |       0 |
| 2     |  0  |      16 |       0 |   2|       1 |       0 |     100 |       0 |
| 3     |  0  |      17 |       0 |   3|       1 |       0 |     100 |       0 |
| 4     |  0  |      17 |       0 |   4|       1 |       0 |     100 |       0 |
| 5     |  0  |      16 |       0 |   5|       1 |       0 |     100 |       0 |
| 6     |  0  |      16 |       1 |   6|       1 |       0 |     100 |       0 |
| 7     |  0  |      18 |       1 |   7|       1 |       0 |     100 |       0 |
| 8     |  0  |      18 |     -99 |   8|       1 |       0 |     100 |       0 |
| 9     |  0  |      18 |     -99 |   9|       1 |       0 |     100 |       0 |
| 10    |  0  |      18 |     -99 |  10|       1 |       0 |     100 |       0 |
| 11    |  0  |      16 |     -99 |  11|       1 |       0 |     100 |       0 |
| 12    |  0  |      16 |       1 |  12|       1 |       0 |     100 |       0 |
| 13    |  0  |      17 |       1 |  13|       1 |       0 |     100 |       0 |
| 14    |  0  |      17 |       1 |  14|       1 |       1 |     100 |       0 |
| 15    |  0  |      16 |       1 |  15|       1 |       1 |     100 |       0 |
| 16    |  0  |      16 |       1 |  16|       2 |       1 |     100 |       0 |
| 17    |  0  |       4 |       1 |  17|       2 |       1 |     100 |       0 |
| 18    |  0  |       4 |       1 |   4|       2 |       1 |     100 |       0 |
| 19    |  0  |      16 |       1 |   5|       2 |       1 |     100 |       0 |
| 20    |  0  |      16 |       2 |   6|       2 |       1 |     100 |       0 |
| 21    |  0  |      18 |       2 |   7|       2 |       1 |     100 |       0 |
| 22    |  0  |      18 |     -98 |   8|       2 |       1 |     100 |       0 |
| 23    |  0  |      18 |     -98 |   9|       2 |       1 |     100 |       0 |
| 24    |  0  |      18 |     -98 |  10|       2 |       1 |     100 |       0 |
| 25    |  0  |      16 |     -98 |  11|       2 |       1 |     100 |       0 |
| 26    |  0  |      16 |       2 |  12|       2 |       1 |     100 |       0 |
| 27    |  0  |      17 |       2 |  13|       2 |       1 |     100 |       0 |
| 28    |  0  |      17 |       2 |  14|       2 |       3 |     100 |       0 |
| 29    |  0  |      16 |       2 |  15|       2 |       3 |     100 |       0 |
| 30    |  0  |      16 |       2 |  16|       3 |       3 |     100 |       0 |
| 31    |  0  |       4 |       2 |  17|       3 |       3 |     100 |       0 |
| 32    |  0  |       4 |       2 |   4|       3 |       3 |     100 |       0 |
| 33    |  0  |      16 |       2 |   5|       3 |       3 |     100 |       0 |
| 34    |  0  |      16 |       3 |   6|       3 |       3 |     100 |       0 |
| 35    |  0  |      18 |       3 |   7|       3 |       3 |     100 |       0 |
| 36    |  0  |      18 |     -97 |   8|       3 |       3 |     100 |       0 |
| 37    |  0  |      18 |     -97 |   9|       3 |       3 |     100 |       0 |
| 38    |  0  |      18 |     -97 |  10|       3 |       3 |     100 |       0 |
| 39    |  0  |      16 |     -97 |  11|       3 |       3 |     100 |       0 |
| 40    |  0  |      16 |       3 |  12|       3 |       3 |     100 |       0 |
| 41    |  0  |      17 |       3 |  13|       3 |       3 |     100 |       0 |
| 42    |  0  |      17 |       3 |  14|       3 |       6 |     100 |       0 |
| 43    |  0  |      16 |       3 |  15|       3 |       6 |     100 |       0 |
| 44    |  0  |      16 |       3 |  16|       4 |       6 |     100 |       0 |
| 45    |  0  |       4 |       3 |  17|       4 |       6 |     100 |       0 |
| 46    |  0  |       4 |       3 |   4|       4 |       6 |     100 |       0 |
| 47    |  0  |      16 |       3 |   5|       4 |       6 |     100 |       0 |
| 48    |  0  |      16 |       4 |   6|       4 |       6 |     100 |       0 |
| 49    |  0  |      18 |       4 |   7|       4 |       6 |     100 |       0 |
| 50    |  0  |      18 |     -96 |   8|       4 |       6 |     100 |       0 |
| 51    |  0  |      18 |     -96 |   9|       4 |       6 |     100 |       0 |
| 52    |  0  |      18 |     -96 |  10|       4 |       6 |     100 |       0 |
| 53    |  0  |      16 |     -96 |  11|       4 |       6 |     100 |       0 |
| 54    |  0  |      16 |       4 |  12|       4 |       6 |     100 |       0 |
| 55    |  0  |      17 |       4 |  13|       4 |       6 |     100 |       0 |
| 56    |  0  |      17 |       4 |  14|       4 |      10 |     100 |       0 |
| 57    |  0  |      16 |       4 |  15|       4 |      10 |     100 |       0 |
| 58    |  0  |      16 |       4 |  16|       5 |      10 |     100 |       0 |
| 59    |  0  |       4 |       4 |  17|       5 |      10 |     100 |       0 |
| 60    |  0  |       4 |       4 |   4|       5 |      10 |     100 |       0 |
| 61    |  0  |      16 |       4 |   5|       5 |      10 |     100 |       0 |
| 62    |  0  |      16 |       5 |   6|       5 |      10 |     100 |       0 |
| 63    |  0  |      18 |       5 |   7|       5 |      10 |     100 |       0 |
| 64    |  0  |      18 |     -95 |   8|       5 |      10 |     100 |       0 |
| 65    |  0  |      18 |     -95 |   9|       5 |      10 |     100 |       0 |
| 66    |  0  |      18 |     -95 |  10|       5 |      10 |     100 |       0 |
| 67    |  0  |      16 |     -95 |  11|       5 |      10 |     100 |       0 |
| 68    |  0  |      16 |       5 |  12|       5 |      10 |     100 |       0 |
| 69    |  0  |      17 |       5 |  13|       5 |      10 |     100 |       0 |
| 70    |  0  |      17 |       5 |  14|       5 |      15 |     100 |       0 |
| 71    |  0  |      16 |       5 |  15|       5 |      15 |     100 |       0 |
| 72    |  0  |      16 |       5 |  16|       6 |      15 |     100 |       0 |
| 73    |  0  |       4 |       5 |  17|       6 |      15 |     100 |       0 |
| 74    |  0  |       4 |       5 |   4|       6 |      15 |     100 |       0 |
| 75    |  0  |      16 |       5 |   5|       6 |      15 |     100 |       0 |
| 76    |  0  |      16 |       6 |   6|       6 |      15 |     100 |       0 |
| 77    |  0  |      18 |       6 |   7|       6 |      15 |     100 |       0 |
| 78    |  0  |      18 |     -94 |   8|       6 |      15 |     100 |       0 |
| 79    |  0  |      18 |     -94 |   9|       6 |      15 |     100 |       0 |
| 80    |  0  |      18 |     -94 |  10|       6 |      15 |     100 |       0 |
| 81    |  0  |      16 |     -94 |  11|       6 |      15 |     100 |       0 |
| 82    |  0  |      16 |       6 |  12|       6 |      15 |     100 |       0 |
| 83    |  0  |      17 |       6 |  13|       6 |      15 |     100 |       0 |
| 84    |  0  |      17 |       6 |  14|       6 |      21 |     100 |       0 |
| 85    |  0  |      16 |       6 |  15|       6 |      21 |     100 |       0 |
| 86    |  0  |      16 |       6 |  16|       7 |      21 |     100 |       0 |
| 87    |  0  |       4 |       6 |  17|       7 |      21 |     100 |       0 |
| 88    |  0  |       4 |       6 |   4|       7 |      21 |     100 |       0 |
| 89    |  0  |      16 |       6 |   5|       7 |      21 |     100 |       0 |
| 90    |  0  |      16 |       7 |   6|       7 |      21 |     100 |       0 |
| 91    |  0  |      18 |       7 |   7|       7 |      21 |     100 |       0 |
| 92    |  0  |      18 |     -93 |   8|       7 |      21 |     100 |       0 |
| 93    |  0  |      18 |     -93 |   9|       7 |      21 |     100 |       0 |
| 94    |  0  |      18 |     -93 |  10|       7 |      21 |     100 |       0 |
| 95    |  0  |      16 |     -93 |  11|       7 |      21 |     100 |       0 |
| 96    |  0  |      16 |       7 |  12|       7 |      21 |     100 |       0 |
| 97    |  0  |      17 |       7 |  13|       7 |      21 |     100 |       0 |
| 98    |  0  |      17 |       7 |  14|       7 |      28 |     100 |       0 |
| 99    |  0  |      16 |       7 |  15|       7 |      28 |     100 |       0 |
| 100   |  0  |      16 |       7 |  16|       8 |      28 |     100 |       0 |
| 101   |  0  |       4 |       7 |  17|       8 |      28 |     100 |       0 |
| 102   |  0  |       4 |       7 |   4|       8 |      28 |     100 |       0 |
| 103   |  0  |      16 |       7 |   5|       8 |      28 |     100 |       0 |
| 104   |  0  |      16 |       8 |   6|       8 |      28 |     100 |       0 |
| 105   |  0  |      18 |       8 |   7|       8 |      28 |     100 |       0 |
| 106   |  0  |      18 |     -92 |   8|       8 |      28 |     100 |       0 |
| 107   |  0  |      18 |     -92 |   9|       8 |      28 |     100 |       0 |
| 108   |  0  |      18 |     -92 |  10|       8 |      28 |     100 |       0 |
| 109   |  0  |      16 |     -92 |  11|       8 |      28 |     100 |       0 |
| 110   |  0  |      16 |       8 |  12|       8 |      28 |     100 |       0 |
| 111   |  0  |      17 |       8 |  13|       8 |      28 |     100 |       0 |
| 112   |  0  |      17 |       8 |  14|       8 |      36 |     100 |       0 |
| 113   |  0  |      16 |       8 |  15|       8 |      36 |     100 |       0 |
| 114   |  0  |      16 |       8 |  16|       9 |      36 |     100 |       0 |
| 115   |  0  |       4 |       8 |  17|       9 |      36 |     100 |       0 |
| 116   |  0  |       4 |       8 |   4|       9 |      36 |     100 |       0 |
| 117   |  0  |      16 |       8 |   5|       9 |      36 |     100 |       0 |
| 118   |  0  |      16 |       9 |   6|       9 |      36 |     100 |       0 |
| 119   |  0  |      18 |       9 |   7|       9 |      36 |     100 |       0 |
| 120   |  0  |      18 |     -91 |   8|       9 |      36 |     100 |       0 |
| 121   |  0  |      18 |     -91 |   9|       9 |      36 |     100 |       0 |
| 122   |  0  |      18 |     -91 |  10|       9 |      36 |     100 |       0 |
| 123   |  0  |      16 |     -91 |  11|       9 |      36 |     100 |       0 |
| 124   |  0  |      16 |       9 |  12|       9 |      36 |     100 |       0 |
| 125   |  0  |      17 |       9 |  13|       9 |      36 |     100 |       0 |
| 126   |  0  |      17 |       9 |  14|       9 |      45 |     100 |       0 |
| 127   |  0  |      16 |       9 |  15|       9 |      45 |     100 |       0 |
| 128   |  0  |      16 |       9 |  16|      10 |      45 |     100 |       0 |
| 129   |  0  |       4 |       9 |  17|      10 |      45 |     100 |       0 |
| 130   |  0  |       4 |       9 |   4|      10 |      45 |     100 |       0 |
| 131   |  0  |      16 |       9 |   5|      10 |      45 |     100 |       0 |
| 132   |  0  |      16 |      10 |   6|      10 |      45 |     100 |       0 |
| 133   |  0  |      18 |      10 |   7|      10 |      45 |     100 |       0 |
| 134   |  0  |      18 |     -90 |   8|      10 |      45 |     100 |       0 |
| 135   |  0  |      18 |     -90 |   9|      10 |      45 |     100 |       0 |
| 136   |  0  |      18 |     -90 |  10|      10 |      45 |     100 |       0 |
| 137   |  0  |      16 |     -90 |  11|      10 |      45 |     100 |       0 |
| 138   |  0  |      16 |      10 |  12|      10 |      45 |     100 |       0 |
| 139   |  0  |      17 |      10 |  13|      10 |      45 |     100 |       0 |
| 140   |  0  |      17 |      10 |  14|      10 |      55 |     100 |       0 |
| 141   |  0  |      16 |      10 |  15|      10 |      55 |     100 |       0 |
| 142   |  0  |      16 |      10 |  16|      11 |      55 |     100 |       0 |
| 143   |  0  |       4 |      10 |  17|      11 |      55 |     100 |       0 |
| 144   |  0  |       4 |      10 |   4|      11 |      55 |     100 |       0 |
| 145   |  0  |      16 |      10 |   5|      11 |      55 |     100 |       0 |
| 146   |  0  |      16 |      11 |   6|      11 |      55 |     100 |       0 |
| 147   |  0  |      18 |      11 |   7|      11 |      55 |     100 |       0 |
| 148   |  0  |      18 |     -89 |   8|      11 |      55 |     100 |       0 |
| 149   |  0  |      18 |     -89 |   9|      11 |      55 |     100 |       0 |
| 150   |  0  |      18 |     -89 |  10|      11 |      55 |     100 |       0 |
| 151   |  0  |      16 |     -89 |  11|      11 |      55 |     100 |       0 |
| 152   |  0  |      16 |      11 |  12|      11 |      55 |     100 |       0 |
| 153   |  0  |      17 |      11 |  13|      11 |      55 |     100 |       0 |
| 154   |  0  |      17 |      11 |  14|      11 |      66 |     100 |       0 |
| 155   |  0  |      16 |      11 |  15|      11 |      66 |     100 |       0 |
| 156   |  0  |      16 |      11 |  16|      12 |      66 |     100 |       0 |
| 157   |  0  |       4 |      11 |  17|      12 |      66 |     100 |       0 |
| 158   |  0  |       4 |      11 |   4|      12 |      66 |     100 |       0 |
| 159   |  0  |      16 |      11 |   5|      12 |      66 |     100 |       0 |
| 160   |  0  |      16 |      12 |   6|      12 |      66 |     100 |       0 |
| 161   |  0  |      18 |      12 |   7|      12 |      66 |     100 |       0 |
| 162   |  0  |      18 |     -88 |   8|      12 |      66 |     100 |       0 |
| 163   |  0  |      18 |     -88 |   9|      12 |      66 |     100 |       0 |
| 164   |  0  |      18 |     -88 |  10|      12 |      66 |     100 |       0 |
| 165   |  0  |      16 |     -88 |  11|      12 |      66 |     100 |       0 |
| 166   |  0  |      16 |      12 |  12|      12 |      66 |     100 |       0 |
| 167   |  0  |      17 |      12 |  13|      12 |      66 |     100 |       0 |
| 168   |  0  |      17 |      12 |  14|      12 |      78 |     100 |       0 |
| 169   |  0  |      16 |      12 |  15|      12 |      78 |     100 |       0 |
| 170   |  0  |      16 |      12 |  16|      13 |      78 |     100 |       0 |
| 171   |  0  |       4 |      12 |  17|      13 |      78 |     100 |       0 |
| 172   |  0  |       4 |      12 |   4|      13 |      78 |     100 |       0 |
| 173   |  0  |      16 |      12 |   5|      13 |      78 |     100 |       0 |
| 174   |  0  |      16 |      13 |   6|      13 |      78 |     100 |       0 |
| 175   |  0  |      18 |      13 |   7|      13 |      78 |     100 |       0 |
| 176   |  0  |      18 |     -87 |   8|      13 |      78 |     100 |       0 |
| 177   |  0  |      18 |     -87 |   9|      13 |      78 |     100 |       0 |
| 178   |  0  |      18 |     -87 |  10|      13 |      78 |     100 |       0 |
| 179   |  0  |      16 |     -87 |  11|      13 |      78 |     100 |       0 |
| 180   |  0  |      16 |      13 |  12|      13 |      78 |     100 |       0 |
| 181   |  0  |      17 |      13 |  13|      13 |      78 |     100 |       0 |
| 182   |  0  |      17 |      13 |  14|      13 |      91 |     100 |       0 |
| 183   |  0  |      16 |      13 |  15|      13 |      91 |     100 |       0 |
| 184   |  0  |      16 |      13 |  16|      14 |      91 |     100 |       0 |
| 185   |  0  |       4 |      13 |  17|      14 |      91 |     100 |       0 |
| 186   |  0  |       4 |      13 |   4|      14 |      91 |     100 |       0 |
| 187   |  0  |      16 |      13 |   5|      14 |      91 |     100 |       0 |
| 188   |  0  |      16 |      14 |   6|      14 |      91 |     100 |       0 |
| 189   |  0  |      18 |      14 |   7|      14 |      91 |     100 |       0 |
| 190   |  0  |      18 |     -86 |   8|      14 |      91 |     100 |       0 |
| 191   |  0  |      18 |     -86 |   9|      14 |      91 |     100 |       0 |
| 192   |  0  |      18 |     -86 |  10|      14 |      91 |     100 |       0 |
| 193   |  0  |      16 |     -86 |  11|      14 |      91 |     100 |       0 |
| 194   |  0  |      16 |      14 |  12|      14 |      91 |     100 |       0 |
| 195   |  0  |      17 |      14 |  13|      14 |      91 |     100 |       0 |
| 196   |  0  |      17 |      14 |  14|      14 |     105 |     100 |       0 |
| 197   |  0  |      16 |      14 |  15|      14 |     105 |     100 |       0 |
| 198   |  0  |      16 |      14 |  16|      15 |     105 |     100 |       0 |
| 199   |  0  |       4 |      14 |  17|      15 |     105 |     100 |       0 |
| 200   |  0  |       4 |      14 |   4|      15 |     105 |     100 |       0 |
| 201   |  0  |      16 |      14 |   5|      15 |     105 |     100 |       0 |
| 202   |  0  |      16 |      15 |   6|      15 |     105 |     100 |       0 |
| 203   |  0  |      18 |      15 |   7|      15 |     105 |     100 |       0 |
| 204   |  0  |      18 |     -85 |   8|      15 |     105 |     100 |       0 |
| 205   |  0  |      18 |     -85 |   9|      15 |     105 |     100 |       0 |
| 206   |  0  |      18 |     -85 |  10|      15 |     105 |     100 |       0 |
| 207   |  0  |      16 |     -85 |  11|      15 |     105 |     100 |       0 |
| 208   |  0  |      16 |      15 |  12|      15 |     105 |     100 |       0 |
| 209   |  0  |      17 |      15 |  13|      15 |     105 |     100 |       0 |
| 210   |  0  |      17 |      15 |  14|      15 |     120 |     100 |       0 |
| 211   |  0  |      16 |      15 |  15|      15 |     120 |     100 |       0 |
| 212   |  0  |      16 |      15 |  16|      16 |     120 |     100 |       0 |
| 213   |  0  |       4 |      15 |  17|      16 |     120 |     100 |       0 |
| 214   |  0  |       4 |      15 |   4|      16 |     120 |     100 |       0 |
| 215   |  0  |      16 |      15 |   5|      16 |     120 |     100 |       0 |
| 216   |  0  |      16 |      16 |   6|      16 |     120 |     100 |       0 |
| 217   |  0  |      18 |      16 |   7|      16 |     120 |     100 |       0 |
| 218   |  0  |      18 |     -84 |   8|      16 |     120 |     100 |       0 |
| 219   |  0  |      18 |     -84 |   9|      16 |     120 |     100 |       0 |
| 220   |  0  |      18 |     -84 |  10|      16 |     120 |     100 |       0 |
| 221   |  0  |      16 |     -84 |  11|      16 |     120 |     100 |       0 |
| 222   |  0  |      16 |      16 |  12|      16 |     120 |     100 |       0 |
| 223   |  0  |      17 |      16 |  13|      16 |     120 |     100 |       0 |
| 224   |  0  |      17 |      16 |  14|      16 |     136 |     100 |       0 |
| 225   |  0  |      16 |      16 |  15|      16 |     136 |     100 |       0 |
| 226   |  0  |      16 |      16 |  16|      17 |     136 |     100 |       0 |
| 227   |  0  |       4 |      16 |  17|      17 |     136 |     100 |       0 |
| 228   |  0  |       4 |      16 |   4|      17 |     136 |     100 |       0 |
| 229   |  0  |      16 |      16 |   5|      17 |     136 |     100 |       0 |
| 230   |  0  |      16 |      17 |   6|      17 |     136 |     100 |       0 |
| 231   |  0  |      18 |      17 |   7|      17 |     136 |     100 |       0 |
| 232   |  0  |      18 |     -83 |   8|      17 |     136 |     100 |       0 |
| 233   |  0  |      18 |     -83 |   9|      17 |     136 |     100 |       0 |
| 234   |  0  |      18 |     -83 |  10|      17 |     136 |     100 |       0 |
| 235   |  0  |      16 |     -83 |  11|      17 |     136 |     100 |       0 |
| 236   |  0  |      16 |      17 |  12|      17 |     136 |     100 |       0 |
| 237   |  0  |      17 |      17 |  13|      17 |     136 |     100 |       0 |
| 238   |  0  |      17 |      17 |  14|      17 |     153 |     100 |       0 |
| 239   |  0  |      16 |      17 |  15|      17 |     153 |     100 |       0 |
| 240   |  0  |      16 |      17 |  16|      18 |     153 |     100 |       0 |
| 241   |  0  |       4 |      17 |  17|      18 |     153 |     100 |       0 |
| 242   |  0  |       4 |      17 |   4|      18 |     153 |     100 |       0 |
| 243   |  0  |      16 |      17 |   5|      18 |     153 |     100 |       0 |
| 244   |  0  |      16 |      18 |   6|      18 |     153 |     100 |       0 |
| 245   |  0  |      18 |      18 |   7|      18 |     153 |     100 |       0 |
| 246   |  0  |      18 |     -82 |   8|      18 |     153 |     100 |       0 |
| 247   |  0  |      18 |     -82 |   9|      18 |     153 |     100 |       0 |
| 248   |  0  |      18 |     -82 |  10|      18 |     153 |     100 |       0 |
| 249   |  0  |      16 |     -82 |  11|      18 |     153 |     100 |       0 |
| 250   |  0  |      16 |      18 |  12|      18 |     153 |     100 |       0 |
| 251   |  0  |      17 |      18 |  13|      18 |     153 |     100 |       0 |
| 252   |  0  |      17 |      18 |  14|      18 |     171 |     100 |       0 |
| 253   |  0  |      16 |      18 |  15|      18 |     171 |     100 |       0 |
| 254   |  0  |      16 |      18 |  16|      19 |     171 |     100 |       0 |
| 255   |  0  |       4 |      18 |  17|      19 |     171 |     100 |       0 |
| 256   |  0  |       4 |      18 |   4|      19 |     171 |     100 |       0 |
| 257   |  0  |      16 |      18 |   5|      19 |     171 |     100 |       0 |
| 258   |  0  |      16 |      19 |   6|      19 |     171 |     100 |       0 |
| 259   |  0  |      18 |      19 |   7|      19 |     171 |     100 |       0 |
| 260   |  0  |      18 |     -81 |   8|      19 |     171 |     100 |       0 |
| 261   |  0  |      18 |     -81 |   9|      19 |     171 |     100 |       0 |
| 262   |  0  |      18 |     -81 |  10|      19 |     171 |     100 |       0 |
| 263   |  0  |      16 |     -81 |  11|      19 |     171 |     100 |       0 |
| 264   |  0  |      16 |      19 |  12|      19 |     171 |     100 |       0 |
| 265   |  0  |      17 |      19 |  13|      19 |     171 |     100 |       0 |
| 266   |  0  |      17 |      19 |  14|      19 |     190 |     100 |       0 |
| 267   |  0  |      16 |      19 |  15|      19 |     190 |     100 |       0 |
| 268   |  0  |      16 |      19 |  16|      20 |     190 |     100 |       0 |
| 269   |  0  |       4 |      19 |  17|      20 |     190 |     100 |       0 |
| 270   |  0  |       4 |      19 |   4|      20 |     190 |     100 |       0 |
| 271   |  0  |      16 |      19 |   5|      20 |     190 |     100 |       0 |
| 272   |  0  |      16 |      20 |   6|      20 |     190 |     100 |       0 |
| 273   |  0  |      18 |      20 |   7|      20 |     190 |     100 |       0 |
| 274   |  0  |      18 |     -80 |   8|      20 |     190 |     100 |       0 |
| 275   |  0  |      18 |     -80 |   9|      20 |     190 |     100 |       0 |
| 276   |  0  |      18 |     -80 |  10|      20 |     190 |     100 |       0 |
| 277   |  0  |      16 |     -80 |  11|      20 |     190 |     100 |       0 |
| 278   |  0  |      16 |      20 |  12|      20 |     190 |     100 |       0 |
| 279   |  0  |      17 |      20 |  13|      20 |     190 |     100 |       0 |
| 280   |  0  |      17 |      20 |  14|      20 |     210 |     100 |       0 |
| 281   |  0  |      16 |      20 |  15|      20 |     210 |     100 |       0 |
| 282   |  0  |      16 |      20 |  16|      21 |     210 |     100 |       0 |
| 283   |  0  |       4 |      20 |  17|      21 |     210 |     100 |       0 |
| 284   |  0  |       4 |      20 |   4|      21 |     210 |     100 |       0 |
| 285   |  0  |      16 |      20 |   5|      21 |     210 |     100 |       0 |
| 286   |  0  |      16 |      21 |   6|      21 |     210 |     100 |       0 |
| 287   |  0  |      18 |      21 |   7|      21 |     210 |     100 |       0 |
| 288   |  0  |      18 |     -79 |   8|      21 |     210 |     100 |       0 |
| 289   |  0  |      18 |     -79 |   9|      21 |     210 |     100 |       0 |
| 290   |  0  |      18 |     -79 |  10|      21 |     210 |     100 |       0 |
| 291   |  0  |      16 |     -79 |  11|      21 |     210 |     100 |       0 |
| 292   |  0  |      16 |      21 |  12|      21 |     210 |     100 |       0 |
| 293   |  0  |      17 |      21 |  13|      21 |     210 |     100 |       0 |
| 294   |  0  |      17 |      21 |  14|      21 |     231 |     100 |       0 |
| 295   |  0  |      16 |      21 |  15|      21 |     231 |     100 |       0 |
| 296   |  0  |      16 |      21 |  16|      22 |     231 |     100 |       0 |
| 297   |  0  |       4 |      21 |  17|      22 |     231 |     100 |       0 |
| 298   |  0  |       4 |      21 |   4|      22 |     231 |     100 |       0 |
| 299   |  0  |      16 |      21 |   5|      22 |     231 |     100 |       0 |
| 300   |  0  |      16 |      22 |   6|      22 |     231 |     100 |       0 |
| 301   |  0  |      18 |      22 |   7|      22 |     231 |     100 |       0 |
| 302   |  0  |      18 |     -78 |   8|      22 |     231 |     100 |       0 |
| 303   |  0  |      18 |     -78 |   9|      22 |     231 |     100 |       0 |
| 304   |  0  |      18 |     -78 |  10|      22 |     231 |     100 |       0 |
| 305   |  0  |      16 |     -78 |  11|      22 |     231 |     100 |       0 |
| 306   |  0  |      16 |      22 |  12|      22 |     231 |     100 |       0 |
| 307   |  0  |      17 |      22 |  13|      22 |     231 |     100 |       0 |
| 308   |  0  |      17 |      22 |  14|      22 |     253 |     100 |       0 |
| 309   |  0  |      16 |      22 |  15|      22 |     253 |     100 |       0 |
| 310   |  0  |      16 |      22 |  16|      23 |     253 |     100 |       0 |
| 311   |  0  |       4 |      22 |  17|      23 |     253 |     100 |       0 |
| 312   |  0  |       4 |      22 |   4|      23 |     253 |     100 |       0 |
| 313   |  0  |      16 |      22 |   5|      23 |     253 |     100 |       0 |
| 314   |  0  |      16 |      23 |   6|      23 |     253 |     100 |       0 |
| 315   |  0  |      18 |      23 |   7|      23 |     253 |     100 |       0 |
| 316   |  0  |      18 |     -77 |   8|      23 |     253 |     100 |       0 |
| 317   |  0  |      18 |     -77 |   9|      23 |     253 |     100 |       0 |
| 318   |  0  |      18 |     -77 |  10|      23 |     253 |     100 |       0 |
| 319   |  0  |      16 |     -77 |  11|      23 |     253 |     100 |       0 |
| 320   |  0  |      16 |      23 |  12|      23 |     253 |     100 |       0 |
| 321   |  0  |      17 |      23 |  13|      23 |     253 |     100 |       0 |
| 322   |  0  |      17 |      23 |  14|      23 |     276 |     100 |       0 |
| 323   |  0  |      16 |      23 |  15|      23 |     276 |     100 |       0 |
| 324   |  0  |      16 |      23 |  16|      24 |     276 |     100 |       0 |
| 325   |  0  |       4 |      23 |  17|      24 |     276 |     100 |       0 |
| 326   |  0  |       4 |      23 |   4|      24 |     276 |     100 |       0 |
| 327   |  0  |      16 |      23 |   5|      24 |     276 |     100 |       0 |
| 328   |  0  |      16 |      24 |   6|      24 |     276 |     100 |       0 |
| 329   |  0  |      18 |      24 |   7|      24 |     276 |     100 |       0 |
| 330   |  0  |      18 |     -76 |   8|      24 |     276 |     100 |       0 |
| 331   |  0  |      18 |     -76 |   9|      24 |     276 |     100 |       0 |
| 332   |  0  |      18 |     -76 |  10|      24 |     276 |     100 |       0 |
| 333   |  0  |      16 |     -76 |  11|      24 |     276 |     100 |       0 |
| 334   |  0  |      16 |      24 |  12|      24 |     276 |     100 |       0 |
| 335   |  0  |      17 |      24 |  13|      24 |     276 |     100 |       0 |
| 336   |  0  |      17 |      24 |  14|      24 |     300 |     100 |       0 |
| 337   |  0  |      16 |      24 |  15|      24 |     300 |     100 |       0 |
| 338   |  0  |      16 |      24 |  16|      25 |     300 |     100 |       0 |
| 339   |  0  |       4 |      24 |  17|      25 |     300 |     100 |       0 |
| 340   |  0  |       4 |      24 |   4|      25 |     300 |     100 |       0 |
| 341   |  0  |      16 |      24 |   5|      25 |     300 |     100 |       0 |
| 342   |  0  |      16 |      25 |   6|      25 |     300 |     100 |       0 |
| 343   |  0  |      18 |      25 |   7|      25 |     300 |     100 |       0 |
| 344   |  0  |      18 |     -75 |   8|      25 |     300 |     100 |       0 |
| 345   |  0  |      18 |     -75 |   9|      25 |     300 |     100 |       0 |
| 346   |  0  |      18 |     -75 |  10|      25 |     300 |     100 |       0 |
| 347   |  0  |      16 |     -75 |  11|      25 |     300 |     100 |       0 |
| 348   |  0  |      16 |      25 |  12|      25 |     300 |     100 |       0 |
| 349   |  0  |      17 |      25 |  13|      25 |     300 |     100 |       0 |
| 350   |  0  |      17 |      25 |  14|      25 |     325 |     100 |       0 |
| 351   |  0  |      16 |      25 |  15|      25 |     325 |     100 |       0 |
| 352   |  0  |      16 |      25 |  16|      26 |     325 |     100 |       0 |
| 353   |  0  |       4 |      25 |  17|      26 |     325 |     100 |       0 |
| 354   |  0  |       4 |      25 |   4|      26 |     325 |     100 |       0 |
| 355   |  0  |      16 |      25 |   5|      26 |     325 |     100 |       0 |
| 356   |  0  |      16 |      26 |   6|      26 |     325 |     100 |       0 |
| 357   |  0  |      18 |      26 |   7|      26 |     325 |     100 |       0 |
| 358   |  0  |      18 |     -74 |   8|      26 |     325 |     100 |       0 |
| 359   |  0  |      18 |     -74 |   9|      26 |     325 |     100 |       0 |
| 360   |  0  |      18 |     -74 |  10|      26 |     325 |     100 |       0 |
| 361   |  0  |      16 |     -74 |  11|      26 |     325 |     100 |       0 |
| 362   |  0  |      16 |      26 |  12|      26 |     325 |     100 |       0 |
| 363   |  0  |      17 |      26 |  13|      26 |     325 |     100 |       0 |
| 364   |  0  |      17 |      26 |  14|      26 |     351 |     100 |       0 |
| 365   |  0  |      16 |      26 |  15|      26 |     351 |     100 |       0 |
| 366   |  0  |      16 |      26 |  16|      27 |     351 |     100 |       0 |
| 367   |  0  |       4 |      26 |  17|      27 |     351 |     100 |       0 |
| 368   |  0  |       4 |      26 |   4|      27 |     351 |     100 |       0 |
| 369   |  0  |      16 |      26 |   5|      27 |     351 |     100 |       0 |
| 370   |  0  |      16 |      27 |   6|      27 |     351 |     100 |       0 |
| 371   |  0  |      18 |      27 |   7|      27 |     351 |     100 |       0 |
| 372   |  0  |      18 |     -73 |   8|      27 |     351 |     100 |       0 |
| 373   |  0  |      18 |     -73 |   9|      27 |     351 |     100 |       0 |
